G_IDX,G_NAME,G_ENAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM,G_DATE,G_SCORE,G_IMG
9605,용사는 상자가 되었다,-, RPG, 슈퍼플래닛, 슈퍼플래닛, 모바일,2021-06-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13436314236.jpg
9606,비포 더 던,Before the Dawn, 어드벤쳐, 블랙앵커 스튜디오, 블랙앵커 스튜디오, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8243968622.jpg
9607,아르미아: 운명의 신,Armia, RPG, -, -, 모바일,2021-12-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8254653053.jpg
9608,아키월드,ArcheWorld, RPG, 엑스엘게임즈, 엑스엘게임즈, PC온라인,2022-07-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8243205179.png
9609,천상 나르샤,-, RPG, 이유게임즈, 이유게임즈, 모바일,2021-06-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15797463153.jpg
9610,30일,-, RPG, 더 브릭스, 더 브릭스, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8204252671.png
9611,데스 스마일즈,DEATHSMILES, 슈팅, -, 에이치투 인터렉티브, switch,2021-12-16,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9612,캡콤 파이팅 컬렉션,Capcom Fighting Collection, 기타, 캡콤, 캡콤," PS, XBOX, switch, PC패키지",2022-06-24,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9613,레이어스 오브 피어,Layers of Fear, 액션, 블루버 팀, -, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8237328378.jpg
9614,일렉스 2,ELEX II, RPG, -, THQ 노르딕," PS, XBOX, PC패키지",2022-03-02,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9615,기간트,Gigant, 어드벤쳐, -, 사이코플럭스 엔터테인먼트," 인디, PC패키지",2022-08-12,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9616,베리드 스타즈,-, 어드벤쳐, 라인게임즈, 라인게임즈," PS, switch, PC패키지",2020-07-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8282336747.jpg
9617,로그 스피릿,Rogue Spirit, 액션, Kids With Sticks, 505 게임즈, PC패키지,2021-09-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14431550008.jpg
9618,컴퍼니 오브 히어로즈3,Company of Heroes 3, RTS, 렐릭 엔터테인먼트, SEGA퍼블리싱코리아, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16497448043.jpg
10190,원혼: 복수의 영혼,-, 액션, 부산사나이 게임즈, 스마일게이트," 인디, PC패키지",2021-06-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14610695112.jpg
10191,네크로문다: 하이어드 건,Necromunda: Hired Gun, 기타, -, -, PC패키지,2021-06-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10192,블레어 위치 VR,Blair Witch VR, 어드벤쳐, 블루버 팀, 블루버 팀, PC패키지,2021-08-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8208661693.jpg
10193,월드 오브 워페어: 1942 배틀십,World of Warfare: 1942 Battleship, 시뮬레이션, JellySnow Studio, 블루포션게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8255974943.png
10194,페어리테일: 위대한 여정,-, RPG, 게임펍, 게임펍, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8288438344.jpg
10195,사일런트 힐2 리메이크,Silent Hill2, 어드벤쳐, 블루버 팀, 코나미, PS, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8298894739.jpg
10196,열혈강호 모바일,-, RPG, 룽투코리아, 룽투코리아, 모바일,2017-10-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14369823943.jpg
10197,보이프렌드 던전,Boyfriend Dungeon, RPG, Kitfox Games, Kitfox Games," 인디, PC패키지",2021-08-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8228415324.jpg
10198,페어리라이츠,Fairylights, RPG, 팀 호레이, -," 인디, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15157542163.png
10199,스페이스베이스 스타토피아,Spacebase Startopia, 시뮬레이션, 렐름포지스튜디오, 에이치투 인터렉티브," PS, switch, PC패키지",2021-03-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15664432980.jpg
10200,오퍼레이션: 탱고,Operation: Tango, 어드벤쳐, -, -," PS, XBOX, PC패키지",2021-06-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10201,프로스트펑크2,Frostpunk2, 시뮬레이션, 11 bit studios, 11 bit studios, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15930533147.jpg
10202,솔라 리바이벌,Solar Revival, RPG, 유조이게임스, 유조이게임스, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8281116527.jpg
10203,열혈강호W,YulkangW, RPG, 로그웨이브, 로그웨이브, 모바일,2022-05-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8290621710.jpg
10204,사일런트 힐 f,Silent Hill f, 어드벤쳐, NeoBards, 코나미," PS, XBOX, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8213232503.jpg
10205,A3: Still Alive,A3: Still Alive, RPG, 넷마블, 넷마블, 모바일,2020-03-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i14268515801.jpg
10206,스매시 레전드,SMASH LEGENDS, 액션, 5민랩, 라인게임즈," PC온라인, 모바일, PC패키지",2021-04-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13544919373.png
10207,고잉 미디블,Going Medieval, 시뮬레이션, -, -," PS, PC패키지",2021-06-01,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10208,양어장 고양이,-, 기타, 샌드박스네트워크, 샌드박스네트워크, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10209,아레스 크로니클,Ares Chronicle, RPG, ZLONGAME, ZLONGAME, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8263570908.jpg
10210,비트매니아 IIDX 인피니타스,Beatmania IIDX INFINITAS, 리듬액션, 코나미, 유니아나, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8293947414.jpg
10211,브라운더스트 스토리,(BrownDust Story, RPG, 네오위즈, 네오위즈, 모바일,2022-11-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8289844807.jpg
10212,스타필드,Starfield, 기타, 베데스다 소프트웍스, 베데스다 소프트웍스," XBOX, PC패키지",2022-11-11,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10213,던전 오브 나흘벅,-, RPG, -, -," 인디, PC패키지",2022-10-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i15245246803.jpg
10214,이지투온 리부트: R,EZ2ON REBOOT : R, 리듬액션, -, -, PC패키지,2021-03-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14689955678.png
10215,슬러지 라이프,Sludge Life, 어드벤쳐, -, -," switch, PC패키지",2021-06-03,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10216,메이플스토리 월드,Maplestory Worlds, RPG, 넥슨, 넥슨, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8230750005.jpg
10217,슈퍼스타 더보이즈,Superstar THE BOYZ, 리듬액션, 달콤소프트, 달콤소프트, 모바일,2021-12-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8293663013.png
10218,합성소녀,Merge Girls, RPG, 게임펍, 게임펍, 모바일,2022-05-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8242914261.jpg
10219,라스트 클라우디아,-, RPG, AIDIS, 볼트렌드 게임즈, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10220,블랙 레전드,Black Legend, RPG, Warcave, Warcave," PS, XBOX, switch, PC패키지",2021-03-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10221,길잃은 고양이의 여행 2,Stray Cat Doors 2, 어드벤쳐, -, -," 모바일, switch",2021-05-07,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10222,봄 러쉬 사이버펑크,Bomb Rush Cyberfunk, 액션, 팀 렙타일, 팀 렙타일," switch, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8240700522.jpg
10223,스트레이 블레이드,Stray Blade, RPG, 포인트 블랭크 게임즈, 505 게임즈," XBOX, PC패키지",1905-07-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8298627119.png
10224,맛있는 사랑,Tasty Love, 어드벤쳐, 드렁큰 키튼, 드렁큰 키튼, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8246543373.png
10225,갓 오브 워,God Of War, 어드벤쳐, 산타모니카 스튜디오, 소니 인터랙티브 엔터테인먼트 코리아," PS, PC패키지",2018-04-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13599460190.jpg
10767,뽀개뽀개 던전걸 : 방치형 액션 RPG,-, RPG, 링크타운, 링크타운, 모바일,2021-04-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14793428554.jpg
10768,다시 그리는 시간,-, 시뮬레이션, 빌리빌리, 빌리빌리, 모바일,2021-11-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13338666719.jpg
10769,네모바지 스폰지밥: 코스믹 셰이크,SpongeBob SquarePants: The Cosmic Shake, 액션, 퍼플 램프, THQ 노르딕," PS, XBOX, switch, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8297977347.jpg
10770,퍼즐앤드래곤 닌텐도 스위치 에디션,PUZZLE & DRAGONS Nintendo Switch Edition, 퍼즐, 겅호온라인엔터테인먼트, 겅호온라인엔터테인먼트, switch,2022-02-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8260987916.jpg
10771,월드 오브 워크래프트: 리치왕의 분노 클래식,World of Warcraft Warth of Lich King Classic, RPG, 블리자드 코리아, 블리자드 코리아, PC온라인,2022-09-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8234877579.jpg
10772,V라이징,V Rising, RPG, 스턴락 스튜디오, 스턴락 스튜디오, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8276219417.jpg
10773,건쉽배틀: 크립토 컨플릭트,Gunship Battle: Crypto Conflict, 시뮬레이션, 조이시티, 조이시티, 모바일,2022-03-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8274704683.jpg
10774,엘리먼트 TD2,Element TD2, RPG, element studio, element studio, PC패키지,2021-04-03,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10775,왓챠 프리매지!,Watcha PriMagi!, 리듬액션, 신 소피아, 타카라 토미, PC패키지,2021-10-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14789704019.png
10776,팀버본,Timberborn, 시뮬레이션, Mechanistry, Mechanistry, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8274539463.jpg
10777,좀비 바이러스,-, 슈팅, 클래게임즈, 클래게임즈, 모바일,2022-02-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8211709712.png
10778,신 멋진 이 세계,Neo The World Ends With You, RPG, 스퀘어에닉스, 스퀘어에닉스," PS, switch",2021-07-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15681531955.jpg
10779,포켓몬 TCG 라이브,Pokemon Trading Card Game Live, TCG, 포켓몬 주식회사, 포켓몬 주식회사," PC온라인, 모바일", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8230155798.jpg
10780,에루아사가,Erua Saga, RPG, 네오소닉스, 네오소닉스, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8249780600.jpg
10781,캡틴 츠바사 에이스,CAPTAIN TSUBASA: Ace, 스포츠, DeNA, DeNA, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8213822163.png
10782,겟앰프드 파이터즈,-, 액션, 사이버스텝, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15173225663.jpg
10783,라그나로크: 포링 머지,Ragnarok: Poring Merge, RPG, 그라비티, 그라비티, 모바일,2021-04-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14902502906.jpg
10784,GAME.exe,-, 기타, -, -, PC패키지,2021-07-02,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10785,테러 오브 헤마사우러스,Terror of Hemasaurus, 액션, -, -," PS, XBOX, switch, PC패키지",1905-07-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14691675837.jpg
10786,하이라이즈 시티,Highrise City, 시뮬레이션, 메이플라워엔터테인먼트, 메이플라워엔터테인먼트, PC패키지,1905-07-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8227425490.jpg
10787,예거: 헌터 레전드,Yeager: Hunter Legend, 액션, IGG, IGG, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8217775108.png
10788,MazM: 오페라의 유령,-, 어드벤쳐, 자라나는 씨앗, cfk," switch, PC패키지",2021-03-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10789,카발 레드,Cabal Red, RPG, 이스트게임즈, 이스트게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13828988085.jpg
10790,레인 아일랜드: 오렌지,Rain Island: Orange, 슈팅, MACKINN7, MACKINN7, PC패키지,2021-07-07,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10791,레기온TD 2,LegionTD 2, 기타, 오토어택 게임즈, 오토어택 게임즈, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8212339738.png
10792,나유타의 궤적 아드 아스트라,-, RPG, 니혼 팔콤, -, switch,2022-05-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8251751522.jpg
10793,에테리아 리스타트,Etheria Restart, RPG, X.D, X.D, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10794,MS 플라이트 시뮬레이터,Microsoft Flight Simulator, 시뮬레이션, 마이크로소프트, 마이크로소프트, XBOX, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10795,동방스펠버블,-, 퍼즐, 아크시스템웍스, 타이토, switch,2020-10-15,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10796,조선협객전M,Chosun Hero M, RPG, -, -, 모바일,2021-04-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14660460617.jpg
10797,좀비랜드 VR: 헤드샷 피버,Zombieland VR: Headshot Fever, 슈팅, XR Games, XR Games," AR/VR, PC패키지",2021-07-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8235417421.jpg
10798,용사학교: 머지부,-, RPG, 슈퍼조이, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8275692059.png
10799,발티리안 아크: 히어로 스쿨 스토리 2,-, RPG, -, -, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8281305890.jpg
10800,좀비 앤 키,Zombies and Keys, 액션, 김영호, 김영호, PC패키지,2022-07-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8219382040.jpg
10801,초차원여친: 여신의 환상낙원,-, RPG, -, -, 모바일,2021-04-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15261931743.jpg
9016,상고전기,-, RPG, 넥스트퓨처랩, 넥스트퓨처랩, 웹브라우저, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0530_8683.jpg
9017,닷핵 하이브리드 팩,.HACK +Versus Hybrid Pack, 액션, 반다이남코 엔터테인먼트, 인트라게임즈, PS3, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9018,라그나로크온라인2,-, RPG, 그라비티, 그라비티, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0222_4346.jpg
9019,문명5 : 신들과 왕들,Civilization5 : Gods & Kings, 시뮬레이션, 파이락시스 게임즈, 에이치투 인터렉티브, PC패키지, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9020,마리오와 소닉 런던 올림픽,-, 스포츠, 한국닌텐도, -," Wii, 3DS", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9021,던전 빌리지,dungeon village, 시뮬레이션, 카이로소프트, 카이로소프트," iOS, 모바일", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0607_7828.jpg
9022,씰 온라인,Seal Online, RPG, 와이엔케이인터렉티브, YNK코리아, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1227_1142.jpg
9023,사운드 볼텍스 부스,-, RPG, 유니아나, -, 기타, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9024,인피니티 블레이드 던전,-, 액션, 에픽게임즈, 애플 앱스토어," iOS, 모바일", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9025,매스이펙트 인필트레이터,Mass Effect Infiltrator, 슈팅, EA모바일, EA모바일," iOS, 모바일", 2012년 3웜 07일 출시,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9026,심슨가족 : 스프링필드,the Simpsons : Spring field, SNG, EA모바일, EA모바일," iOS, 모바일", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9027,메달 오브 거너,medal of gunner, 슈팅, 픽토소프트, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9028,모리노리,-, 시뮬레이션, 이키나게임즈, 네오위즈인터넷," iOS, 모바일", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9029,리얼리티 파이터,Reality Fighters, RPG, SCEE, SONY, PSVITA, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0222_1827.jpg
9030,쥬얼리코인,-, RPG, Colopl, 네오싸이언, 모바일,2012-02-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0215_2154.jpg
9031,치킨헤드,Chicken Head, 보드, 엔피날, 엔피날, iOS,2012-02-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0214_5721.jpg
9032,라스트카오스,-, RPG, 바른손이앤에이, 바른손이앤에이, PC온라인,2006-03-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_7371.jpg
9033,클럽엠스타 온라인,-, 리듬액션, 누리엔 소프트웨어, 넷마블게임즈, PC온라인,2011-06-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0405_8638.jpg
