G_IDX,G_NAME,G_ENAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM,G_DATE,G_SCORE,G_IMG
9566,LIVLY ISLAND,LIVLY ISLAND, 기타, 소넷 엔터테인먼트, 보더스티엠, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0529_5125.jpg
9567,Jump for Joy,Jump for Joy, 기타, 사이클론 소프트, 사이클론 소프트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0521_1997.jpg
9568,오버킬,OverKill, RPG, 네오플, 넥슨, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14008522071.png
9569,대시슬라임,Dash Slime, 기타, 시프트릭, 시프트릭, 모바일,2021-07-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14190733688.jpg
9570,제4구역,-, RPG, 인포바인, 인포바인, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13554240814.jpg
9571,엑조프라이멀,Exoprimal, 슈팅, 캡콤, 캡콤," PS, XBOX, PC패키지", 2023년,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8272155971.jpg
9572,언리얼 라이프,-, 어드벤쳐, -, 아크시스템웍스, switch,2021-05-20,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9573,파이널 기어,Final Gear, RPG, 빌리빌리, 빌리빌리, 모바일,2021-05-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8212250603.jpg
9574,세기말 푸드트럭,-, 시뮬레이션, 엔사, 엔사, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16154105652.jpg
9575,용의 분노,DRAGON WRATH, RPG, 팡스카이, 팡스카이, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13388278489.jpg
9576,훅드 온 유: 데드 바이 데이라이트 데이팅 시뮬레이션,Hooked on You: A Dead by Daylight Dating Sim, 시뮬레이션, 싸이옵, 비헤이비어 인터렉티브, PC패키지,2022-08-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8218241946.jpg
9577,킹덤하츠3,Kingdom Hearts 3, RPG, 스퀘어에닉스, 스퀘어에닉스," PS, XBOX, switch, PC패키지",2019-05-23,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9578,던전기사 키우기: 3D 방치형 RPG,-, RPG, -, 모비릭스, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16506940272.png
9579,타임 프린세스,Time Princess, 기타, IGG, IGG, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8269586220.jpg
9580,코어 키퍼,Core Keeper, 기타, Pugstorm, 파이어샤인 게임즈," 인디, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8256311451.png
9581,폴가이즈,Fall Guys, 기타, 미디어토닉, 에픽게임즈," PC온라인, PS, switch",2020-08-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8271251126.jpg
10153,에픽 아레나,Epic Arena, RPG, 이티게임즈, 이티게임즈, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10154,포스포큰,Forspoken, 액션, -, -," PS, PC패키지",2022-10-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8282855981.jpg
10155,멀티버서스,MultiVersus, 액션, 플레이어 퍼스트 게임즈, WB 게임즈," PC온라인, PS, XBOX", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8252779496.jpg
10156,문경새재,Mungyeongsaejae, RPG, -, 스마일게이트," 인디, PC패키지",2022-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8284362584.png
10157,서머너즈 워: 크로니클,-, RPG, 컴투스, 컴투스, 모바일,2022-08-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8233908507.jpg
10158,트래시 세일러,Trash Sailors, 액션, 플루키머신, 타이니빌드," 인디, PC패키지",2021-12-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8276306158.jpg
10159,5등분의 신부 다섯 쌍둥이는 퍼즐을 5등분 할 수 없어,-, 퍼즐, 다야몬즈, 다야몬즈, 모바일,2021-06-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8222631801.jpg
10160,OOTP 베이스볼 GO,Out of the Park Baseball GO, 스포츠, -, 컴투스, 모바일,2021-06-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15326567082.jpg
10161,올인삼국,-, RPG, 채플린게임, 채플린게임, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13704711832.png
10162,매트릭스 어웨이큰스,Matrix Awakens, 액션, -, -," PS, XBOX",2021-12-10,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10163,와일드 아레나 서바이버즈,Wild Arena Survivors, AOS, 유비소프트 파리 모바일, 유비소프트, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8213798312.jpg
10164,PGA 투어 2K23,PGA TOUR 2K23, 스포츠, HB 스튜디오, 2K Sports," PS, XBOX, PC패키지",2022-10-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8285859181.jpg
10165,대항해시대4 with 파워업키트 HD Version,-, 시뮬레이션, 코에이테크모, 디지털터치," switch, PC패키지",2021-05-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8208360278.png
10166,정마담,-, RPG, -, 유엘유게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15428818540.png
10167,해리포터: 퍼즐과 마법,-, RPG, 징가, 징가, 모바일,2021-08-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16187227389.png
10168,건담 슈프림 배틀,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, 모바일,2021-06-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8279195129.jpg
10169,EF 디펜스,-, 액션, 이꼬르, 이꼬르, 모바일,2021-03-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14987199059.jpg
10170,패션 폴리스 스쿼드,Fashion Police Squad, FPS, Mopeful Games, No More Robots, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8272649688.jpg
10171,리니지W,-, RPG, 엔씨소프트, 엔씨소프트," PC온라인, 모바일",2021-11-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15156423774.jpg
10172,발키리온라인,Valkyrie Online, RPG, 봄날소프트, 봄날소프트, HTML5,2021-12-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8226973931.jpg
10173,롤러 챔피언스,Roller Champions, RPG, -, 유비소프트," PC온라인, 모바일, PS, XBOX, switch",2022-05-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8260238897.jpg
10174,프로젝트 블러드,-, 액션, 라인게임즈, 라인게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8262848143.jpg
10175,쌩뚱포커,-, 보드, 엠게임, 엠게임, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1227_9041.jpg
10176,파이널 판타지 4,Final Fantasy IV, RPG, 스퀘어에닉스, 아이덴티티 엔터테인먼트, PC패키지,2013-07-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0219_1333.jpg
10177,웬더패스트워즈어라운드,When the past was around, 퍼즐, -, -," 인디, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15533427032.jpg
10178,씨유씨유,Sea you, See you, 시뮬레이션, 유엘유게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14542430270.jpg
10179,언다잉,Undying, 액션, Vanimals, Skystone Games Inc, PC온라인,2021-06-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8296959799.png
10180,수라의 서,-, RPG, -, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10181,피파월드,FIFA WORLD, RPG, 로블록스 코퍼레이션, 로블록스 코퍼레이션," PC온라인, 모바일",2022-10-19,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8221957697.png
10182,모비드: 일곱 명의 사도,Morbid: The Seven Acolytes, 액션, 스틸 러닝, 머지 게임즈," PS, XBOX, switch, 인디, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8241928584.jpg
10183,도토리카,-, 보드, 반지하게임즈, 반지하게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14143256781.jpg
10184,좀비vs슬러거,Zombie VS Slugger, RPG, 게임테일즈, 게임테일즈, 모바일,2021-08-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14510825605.png
10185,말단 병사에서 군주까지 - 군주 키우기,-, RPG, -, -, 모바일,2021-12-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8267367688.png
10186,메구와 몬스터,Meg's Monster, RPG, 오뎅캣, 오뎅캣," switch, 인디, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8207703808.png
10187,도사,DOSA, RPG, -, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8286891747.jpg
10188,킹덤하츠 2.5 HD 리믹스,Kingdom Hearts 2.5 HD Remix, RPG, 스퀘어에닉스, 스퀘어에닉스, PC패키지,2014-12-02,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0611_3896.jpg
10189,이카루스,Icarus, 어드벤쳐, RocketWerkz, RocketWerkz, PC패키지,2021-12-05,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8211711830.jpg
10731,텐타큘러,Tentacular, 어드벤쳐, -, 디볼버 디지털, AR/VR, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8273129788.png
10732,소울프레임,Soulframe, RPG, 디지털 익스트림즈, 디지털 익스트림즈, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8215824413.jpg
10733,메이비,-, 기타, 시나몬게임즈, 시나몬게임즈, 모바일,2019-05-22,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
10734,송버드 심포니,Songbird Symphony, 액션, -, 아크시스템웍스," PS, switch",2021-04-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15604556284.jpg
10735,바운싱 히어로,Bouncing Hero, 액션, ZPink & zniq.co, 사이코플럭스 엔터테인먼트," 모바일, switch, PC패키지",2019-09-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8282821683.jpg
10736,30일 어나더,-, RPG, 더 브릭스, 더 브릭스, PC패키지,2022-07-19,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8220618972.jpg
10737,그랑사가,Gran Saga, RPG, 엔픽셀, -," PC온라인, 모바일",2021-01-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2019/i16160727215.png
10738,미스터 드릴러 드릴랜드,-, 퍼즐, -, 반다이남코 엔터테인먼트," PS, XBOX, switch, PC패키지",2020-06-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i13386648404.jpg
10739,파이트 오브 애니멀즈,Fight of Animals, 액션, -, -," switch, PC패키지",2019-12-19,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15557497550.jpg
10740,머지 앤 블레이드,Merge & Blade, 퍼즐, 매직큐브, 매직큐브, PC패키지,2021-06-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8280156631.jpg
10741,프론티: 피쉬 어드벤처,Pronty: Fish Adventure, 액션, 18Light Game, 메이플라워엔터테인먼트, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8237524123.jpg
10742,시즈로얄,SIEGE ROYALE, 액션, 메타라마, 네오위즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8232239629.jpg
10743,토탈 워 사가: 트로이,Total War Saga: TROY, 시뮬레이션, 크리에이티브 어셈블리, 세가, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2019/i14545703994.jpg
10744,고스트,GHOSTS, 어드벤쳐, 비저블 게임즈, 리미티드 런 게임즈," PS, XBOX, switch, PC패키지",2022-02-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13706969182.jpg
10745,안나 퀘스트,Anna’s Quest, 어드벤쳐, 데달릭 엔터테인먼트, 데달릭 엔터테인먼트," PS, XBOX, switch, PC패키지",2015-07-02,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13819298590.jpg
10746,검은왕관 : 메기왕의분노,-, 시뮬레이션, 쿠폰, 쿠폰, 모바일,2121-06-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8296286961.jpg
10747,드래곤 퀘스트 트레저즈 푸른 눈동자와 하늘의 나침반,DRAGON QUEST TREASURES, RPG, 스퀘어에닉스, 스퀘어에닉스, switch,2022-12-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8218352299.jpg
10748,더블클러치2,-, 스포츠, 리턴트루, 리턴트루, 모바일,2021-04-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16404293925.jpg
10749,MLB9이닝스21,-, 스포츠, 컴투스, 컴투스, 모바일,2016-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15691600220.jpg
10750,인페르낙스,Infernax, 액션, 버저크 스튜디오, 에이치투 인터렉티브," PS, switch, PC패키지",2022-02-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8202397129.jpg
10751,신도림 with NAVER WEBTOON,-, RPG, 슈퍼어썸, 슈퍼어썸, 모바일,2022-07-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8220185480.jpg
10752,승리의 여신: 니케,-, RPG, 시프트업, 시프트업, 모바일,2022-11-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i14143438704.jpg
10753,월드 베이스볼 스타즈,-, 스포츠, 네시삼십삼분, 네시삼십삼분, 모바일,2021-04-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13498687984.jpg
10754,레전다이노,Legendino : Dinosaur Battle, 액션, 더재미, 슈퍼플래닛, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15135842945.jpg
10755,식스타 게이트: 스타트레일,Sixtar Gate: STARTRAIL, RPG, Lyrebird Studio, cfk," switch, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8248832017.jpg
10756,지금우리학교는,-, 어드벤쳐, 이키나게임즈, 이키나게임즈," PS, switch, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8201557915.png
10757,달빛조각사,-, RPG, 엑스엘게임즈, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2019/i14009461770.jpg
10758,익스트랙,Northgard, RTS, 시로 게임즈, 에이치투 인터렉티브," PS, switch, PC패키지",2021-04-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15317361630.jpg
10759,프로젝트 렐릭,-, 액션, Project Cloud Games, Project Cloud Games," PS, XBOX, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13946450971.jpg
10760,코튼 가디언 포스 새턴 트리뷰트,COTTON GUARDIAN FORCE SATURN TRIBUTE, 슈팅, 석세스, 에이치투 인터렉티브, switch,2021-09-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8228461336.jpg
10761,넷마블 프로야구 2022,-, 시뮬레이션, 넷마블앤파크, 넷마블, 모바일,2022-03-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8255655720.jpg
10762,앤섬,Anthem, 액션, 바이오웨어, 바이오웨어, PC패키지,2019-02-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2019/i13379200372.jpg
10763,에란드사가,-, RPG, 애프터타임, 애프터타임, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14535479271.jpg
10764,토탈워: 워해머2,TOTAL WAR: WARHAMMER II, RPG, 크리에이티브 어셈블리, SEGA퍼블리싱코리아, PC패키지,2021-07-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15962518506.jpg
10765,델타룬,deltarune, RPG, 토비폭스, 토비폭스," PS, switch, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8214367702.jpg
10766,스노우 브라더스 닉&톰 스페셜,SNOWBROS. NICK&TOM SPECIAL, 액션, -, 대원미디어, switch, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8243689105.jpg
8980,나루토스톰,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PS3,2009-01-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0109_8327.jpg
8981,데이어스 엑스 휴먼 레볼루션,-, 액션, 반다이남코 엔터테인먼트, 인트라게임즈," PC패키지, PS3",2011-08-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0715_9413.jpg
8982,드래곤볼Z 스파킹 메테오,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PSP,2007-10-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1009_2097.jpg
8983,건담 배틀 크로니클,-, 슈팅, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PSP,2007-11-02,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1017_6761.jpg
8984,기동전사 건담 전장의 유대 포터블,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PSP,2009-04-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0320_1234.jpg
8985,기동전사 건담 기렌의 야망 엑시즈의 위협V,-, 시뮬레이션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PSP, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0213_3800.jpg
8986,기동전사 건담 건담 VS. 건담,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PSP,2008-11-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1107_4557.jpg
8987,드래곤볼 Z 2,-, 액션, 반다이남코 엔터테인먼트, -, PS2,2004-04-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/1206_7297.jpg
8988,드래곤볼Z 버스트 리미트,dragonball Z burstlimit, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트," PS3, XBOX360",2008-06-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0528_7783.jpg
8989,SD건담 캡슐파이터,-, 액션, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0105_9829.jpg
8990,여신전생 페르소나 4 The GOLDEN,-, RPG, SCE, SCE, PSVITA,2012-08-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0801_9426.jpg
8991,한게임 고스톱,-, 시뮬레이션, 한게임, -, 웹브라우저, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0724_1232.jpg
8992,다크에이지오브카멜롯,Dark Age Of Camelot, RPG, 미씩 엔터테인먼트, C2엔터테인먼트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1226_2410.gif
8993,닌자 블레이드,-, 액션, 마이크로소프트, 마이크로소프트, XBOX360,2009-02-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0130_8323.jpg
8994,키넥트 애니멀스 곰 친구들과 함께,Kinect Animals Now with Bears!, 액션, 마이크로소프트, 마이크로소프트, XBOX360,2011-10-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/1011_5147.jpg
8995,헤일로3,Halo3, 액션, 번지 소프트웨어, 마이크로소프트, XBOX360,2007-09-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1212_4059.jpg
8996,키넥트 디즈니랜드 어드벤처 온라인,Kinect: Disneyland® Adventures, RPG, 마이크로소프트, 마이크로소프트," XBOX, XBOX360", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
8997,잭&위키 발바로스의 보물,Zack&Wiki, 액션, 캡콤, 캡콤, Wii, 4월26일,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0414_7443.jpg
8998,전국바사라 X(크로스),-, 액션, 캡콤, 캡콤, PS2,2008-06-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0530_8880.jpg
8999,신귀무자,-, 액션, 캡콤, 캡콤, PS2,2008-10-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0926_6467.jpg
9000,역전재판3,-, 어드벤쳐, 캡콤, 넥슨 모바일, 모바일,2010-08-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2010/0824_7861.jpg
9001,역전재판,-, 어드벤쳐, 캡콤, 넥슨 모바일, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0822_8235.jpg
9002,데빌 메이 크라이,-, 액션, 캡콤, 캡콤, PS2,2002-02-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/1206_1036.jpg
9003,데빌 메이 크라이2,-, 액션, 캡콤, 캡콤, PS2,2003-02-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/1206_4377.jpg
9004,데빌 메이 크라이 3,-, 액션, 캡콤, 캡콤, PS2,2005-02-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/1206_3742.jpg
9005,데빌메이크라이3,-, 액션, 캡콤, 캡콤, PS2,2007-10-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/1004_5036.jpg
9006,데드라이징,DEADRISING, 액션, 캡콤, 캡콤, XBOX360, 2009.4.30 국내 발매,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0401_4512.jpg
9007,스트리트파이터 애니버서리 컬렉션,-, 액션, 캡콤, 캡콤, PS2, 9월 4일,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9008,스트리트 파이터 4,StreetFighter4, 액션, 캡콤, 캡콤," PC패키지, PS3, XBOX360",2009-02-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0227_4186.jpg
9009,몬스터헌터 프리덤2,-, 액션, 캡콤, 소니 인터랙티브 엔터테인먼트 코리아, PSP, 2007. 8. 28 발매,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0807_5670.jpg
9010,몬스터 헌터 포터블 2nd G,-, 액션, 캡콤, 캡콤, PSP, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0419_8602.jpg
9011,로스트 플래닛,Lost Planet, 액션, 캡콤, 캡콤," PC패키지, PS3", 2007년 6월,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0618_9497.jpg
9012,루인에이지,-, RPG, 소리바다, -, 웹브라우저, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0625_2138.jpg
9013,다크쉴드,-, RPG, 아이두아이엔씨, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9014,히어로클릭스,Heroclix, 보드, 위즈키즈, -, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/0701_8170.JPG
9015,SD삼국지,-, 시뮬레이션, ONE-UP INC., 넥슨 모바일, 웹브라우저,2011-05-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/0516_7085.jpg
9582,프로젝트 AK,Project AK, 액션, 네오플, 네오플," PS, XBOX, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8228587410.jpg
9583,기적의 펜디온,-, RPG, 엔젤게임즈, 엔젤게임즈, 모바일,2021-10-07,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14736445010.png
9584,트로이,TROY, RPG, 유엘유게임즈, 유엘유게임즈, 모바일,2021-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8252150524.png
9585,소울워커 러쉬,Soul Worker Rush, RPG, 라이온게임즈, -, 모바일,2022-05-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8214668817.jpg
9586,재능 삼킨 마법사,-, 액션, 스튜디오 LB, 스튜디오 LB, 모바일,2022-01-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8274555835.jpg
9587,마계전기 디스가이아 RPG,Disgaea RPG, RPG, 니폰이치 소프트웨어, 볼트렌드 게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8209935303.jpg
9588,콜오브듀티: 블랙옵스4,-, FPS, 액티비전, -," PS, XBOX, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13815630511.jpg
9589,에버소울,Eversoul, RPG, 나인아크, 카카오게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8219366241.jpg
9590,버블스 퍼즐 블래스트!,Bub's Puzzle Blast!, 퍼즐, -, -, 모바일,2021-11-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8284822707.jpg
9591,팔라독 택틱스,Paladog Tactics, RPG, 그라비티, 그라비티, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8210901435.jpg
9592,데블위딘:삿갓,-, 액션, 뉴코어 게임즈, -," 인디, PC패키지", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9593,오딘: 발할라 라이징,ODIN: Valhalla Rising, RPG, 라이온하트 스튜디오, 카카오게임즈, 모바일,2021-06-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8234701662.jpg
9594,이모탈 렐름: 뱀파이어 워,Immortal Realms: Vampire Wars, 시뮬레이션, 팔린드롬 인터렉티브, 에이치투 인터렉티브," PS, switch, PC패키지",2020-08-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i15688269752.jpg
9595,동방빙의화,Touhou Hyouibana ~ Antinomy of Common Flowers., 액션, -, -," PS, switch, PC패키지",2018-01-05,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9596,튜로,Teuro, 어드벤쳐, 옵튜니티 스튜디오, 옵튜니티 스튜디오," 모바일, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13227663068.png
9597,멜티 블러드: 타입 루미나(중복),MELTY BLOOD: TYPE LUMINA, RPG, -, -," PS, XBOX, switch, PC패키지",2021-09-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8255781060.png
9598,데드 스페이스,Dead Space, 액션, -, -," PS, XBOX, PC패키지", 2023년,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8283385929.png
9599,니노쿠니2: 레버넌트 킹덤,-, RPG, 레벨5, 반다이남코 엔터테인먼트, switch,2021-09-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15138931203.jpg
9600,크라이스타,CRYSTAR, RPG, 아크시스템웍스, 아크시스템웍스," PS, switch",2019-04-18,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
9601,웰컴투팩토리,Welcome to the Factory, 리듬액션, -, -, 모바일,2021-10-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8260960764.png
9602,Super Star 오마이걸,Super Star OhMyGirl, 리듬액션, 달콤소프트, 달콤소프트, 모바일,2022-03-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8277717977.jpg
9603,라그나로크 더 로스트 메모리즈,-, RPG, 네오사이언, 네오사이언, 모바일,2022-08-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8291541613.jpg
9604,삼국지 전략판,-, RPG, 쿠카게임즈, 쿠카게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16331780002.jpg
