G_IDX,G_NAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM
7377,몬스터크라이,RPG,몬스터스마일,넷마블게임즈,모바일
7378,크리스탈헌터,슈팅,텐즈소프트,컴투스,모바일
7379,써몬히어로,RPG,월넛스튜디오,-,모바일
7380,라쳇 앤 클랭크 큐 포스,RPG,소니 인터랙티브 엔터테인먼트 코리아,-,PS3
7381,DMC 데빌 메이 크라이,RPG,-,캡콤,PS3/ XBOX
7382,드래곤길드,TCG,게임팟,다음모바게,모바일
7383,진 북두무쌍,RPG,디지털터치,디지털터치,PS3/ XBOX360
7384,메이지판타지,RPG,무한스토리,백호소프트,웹브라우저
7385,리플렉 비트 컬렉트,RPG,코나미,유니아나,기타
7386,젤리뽀 for Kakao,RPG,딜루젼스튜디오,와이디온라인,모바일
7387,아이라EX,RPG,-,NHN 엔터테인먼트,모바일
7388,곰돌이 발굴대!,시뮬레이션,-,네오싸이언,모바일
7389,언데드 슬레이어,RPG,하이디어,한게임,모바일
7390,더팜월드,RPG,넷마블게임즈,넷마블게임즈,모바일
7391,원피스 로맨스 던: 모험의 새벽,RPG,-,인트라게임즈,PSP
7392,다크 소울2,RPG,프롬소프트웨어,반다이남코 엔터테인먼트,PC패키지/ PS3/ XBOX
7393,디즈니 에픽 미키 2: 더 파워 오브 투,RPG,-,SONY,PS3
7394,플레비 퀘스트,시뮬레이션,파이드 파이퍼스 엔터테인먼트,네오위즈,PC온라인
7395,노모크래프트,액션,다우기술,다우기술,iOS/ 모바일/ 안드로이드
7396,용과 같이 5 ?꿈을 이루는 자,RPG,세가,세가,PS3
7397,도검온라인,RPG,엔틱게임월드,엔틱게임월드,웹브라우저
7398,기동전사 건담 익스트림 버서스 빅히트,액션,-,-,PS3
7399,슬러거 베이스볼쇼다운,RPG,네오위즈모바일,네오위즈인터넷,iOS/ 모바일
7400,에픽워리어,RPG,픽토소프트,-,iOS/ 모바일/ 안드로이드
7401,터치파이터,액션,위메이드,위메이드,iOS/ 모바일/ 안드로이드
7402,슈퍼 베이스볼 온라인 for kakao,스포츠,모비클,-,모바일
7403,워치타워:라스트 스탠드,슈팅,슬러시,-,모바일
7404,라인 홈런배틀 버스트,스포츠,컴투스,-,모바일
7405,피파 13,스포츠,EA모바일,-,모바일
7406,드래곤슬레이어즈,RPG,KTH,KTH,모바일
7407,라인팝,RPG,NHN Japan,NHN Japan,iOS/ 모바일/ 안드로이드
7408,클리닝 켓,퍼즐,턴스마일,턴스마일,iOS/ 모바일/ 안드로이드
7409,몽전기,RPG,알트원,알트원,웹브라우저
7410,로디니아,슈팅,-,-,모바일
7411,인형뽑기 캐치샵,RPG,네오싸이언,네오싸이언,모바일/ 안드로이드
7412,헬로슈퍼마켓,SNG,올스타모바일,KTH,모바일/ 안드로이드
7413,아크나이트,RPG,로팝게임즈,-,iOS/ 모바일/ 안드로이드
7414,밀리언아서,TCG,스퀘어에닉스,아이덴티티 엔터테인먼트,iOS/ 모바일/ 안드로이드
7415,퍼즐앤드래곤,퍼즐,겅호온라인엔터테인먼트,네오싸이언,iOS/ 모바일/ 안드로이드
7416,극지고,RPG,포플랫,-,모바일
7417,크리스탈 삼국,퍼즐,쿤룬,쿤룬코리아,iOS/ 모바일
7418,투더문,어드벤쳐,프리버드 게임즈,프리버드 게임즈,PC패키지
7419,매스 이펙트 트릴로지,RPG,바이오웨어,일렉트로닉아츠,XBOX/ PSP
7420,B.B Bear,RPG,코로프라,네오싸이언,모바일
7421,마이 무비스타 시즌2 for kakao,SNG,픽토소프트,-,모바일
7422,말랑말랑목장 for kakao,SNG,컴투스,-,모바일
7423,데빌리언,RPG,지노게임즈,한게임,PC온라인
7424,곤 와구와구 어드벤쳐,어드벤쳐,닌텐도,대원미디어,3DS
7425,슈가팡,퍼즐,링크투모로우,위메이드,모바일
7426,OX런닝맨,퍼즐,루시미디어,루시미디어,모바일
7427,버블 핑거,퍼즐,슈퍼비,슈퍼비,모바일
7428,SD삼국디펜스,시뮬레이션,라이브플렉스,라이브플렉스,iOS/ 모바일/ 안드로이드
7429,로드 오브 나이츠,RPG,에이밍코리아,에이밍코리아,모바일
7430,닌자X,액션,엔터메이트,-,웹브라우저
7431,붐붐붐,슈팅,큐브매직,큐브매직,웹브라우저
7432,토이스토리 마니아,액션,디즈니 인터랙티브,SCEK,PS3/ XBOX360/ Wii
7433,삼국혼,RTS,동양온라인,동양온라인,웹브라우저
7434,선기 온라인,RPG,라이브플렉스,라이브플렉스,웹브라우저
7435,메트로 컨플릭트,FPS,레드덕,한게임,PC온라인
7436,말리셔스 리버스,RPG,SCEK,-,PSVITA
7437,히어로즈 오브 엠파이어,RPG,엔타즈,-,모바일
7438,라인 카툰워즈,시뮬레이션,컴투스홀딩스,컴투스홀딩스,모바일
7439,플레이스테이션 올스타 배틀로얄,액션,SCEK,SCEK,PS3/ PSVITA
7440,제노니아5,RPG,컴투스홀딩스,-,모바일
7441,몬타워즈,RPG,버프스톤,와이디온라인,모바일
7442,레고 반지의 제왕,어드벤쳐,트레벨러스 테일즈,인플레이 인터렉티브,PC패키지/ PS3/ XBOX
7443,DJMAX RAY,리듬액션,네오위즈모바일,네오위즈,모바일
7444,앵그리버드 스타워즈,슈팅,로비오,-,iOS/ 모바일/ 안드로이드
7445,히어로즈 워,RPG,컴투스,-,모바일
7446,매직팡,퍼즐,컴투스,컴투스,모바일
7447,운명의 클랜배틀,기타,포케라보,-,iOS/ 모바일/ 안드로이드
7448,PK Project,RPG,스마일게이트,-,PC온라인
7449,룬오브매직,RPG,아이엠비씨,-,PC온라인
7450,메탈가디언,RPG,아프리카TV,-,PC온라인
7451,로한2,RPG,YNK Games,YNK코리아,PC온라인
7452,붉은보석2,RPG,엘엔케이로직코리아,-,iOS/ 모바일/ 안드로이드
7453,코코몽과 양치하기,기타,두두씨에스,-,모바일
7454,매직 크리스탈,RPG,라쿠,네오싸이언,iOS/ 모바일
7455,빅토리워즈,FPS,위스톤,네오위즈인터넷,모바일
7456,스톰 블리츠,기타,YNK코리아,-,PC온라인
7457,하얀섬3,기타,넷마블게임즈,-,모바일
7458,신선검,RPG,드림스퀘어,드림스퀘어,PC온라인
7459,타이니파크 2 for kakao,RPG,모비클,미디어로그,모바일
7460,티르 온라인,RPG,아이덴티티 엔터테인먼트,아이덴티티 엔터테인먼트,PC온라인
7461,압도적유희 무겐소울즈,RPG,COMPILE HEART,-,PS3
7462,히트더로드,RPG,엠플레닛,-,PC온라인
7463,로스트타이탄,RPG,쿤룬코리아,-,PC온라인
7464,2013 프로야구,스포츠,컴투스홀딩스,컴투스홀딩스,모바일
7465,승천온라인,RPG,녹스엔터테인먼트,-,PC온라인
7466,삼국지TD,RPG,초이락게임즈,-,모바일
7467,메이플스토리 빌리지,RPG,조이시티,조이시티,iOS/ 모바일/ 안드로이드
7468,히어로스 리그,RPG,위메이드,위메이드,모바일
7469,뱀파이어워,SNG,아이프리스튜디오,-,iOS/ 모바일/ 안드로이드
7470,카운터테러리스트,슈팅,네오사이언,-,모바일
7471,선계,RPG,와이제이네트워크,-,PC온라인
7472,에어덩크,스포츠,엔틱게임월드,-,웹브라우저
7473,셀레스티얼,AOS,엠엔엠게임즈,-,모바일
7474,리틀빅플래닛 카팅,레이싱,소니 인터랙티브 엔터테인먼트 코리아,소니 인터랙티브 엔터테인먼트 코리아,PS3
7475,세피라,RPG,인프라웨어게임즈,-,모바일
7476,나이츠 오브 펜 앤 페이퍼,RPG,-,비홀드 스튜디오,iOS/ 모바일
7477,드래곤앤소울,액션,퍼니글루,퍼니글루,iOS/ 모바일/ 안드로이드
7478,뉴 슈퍼마리오 브라더스 2,RPG,닌텐도,-,NDS
7479,엠게임 장기 모바일,RPG,엠게임,-,모바일
7480,엑스 트루퍼즈,RPG,캡콤,-,PS3
7481,미니펫,RPG,MINICLIP,-,모바일
7482,파랜드워,RPG,타우인사이트,-,iOS/ 모바일/ 안드로이드
7483,8층의 비밀,퍼즐,아우터링,픽토소프트,iOS/ 모바일/ 안드로이드
7484,풋볼 매니저 2013,RPG,세가,세가,PC패키지
7485,파이널 판타지1,RPG,스퀘어에닉스,스퀘어에닉스,PC패키지
7486,스포츠 챔피언 2,RPG,소니 인터랙티브 엔터테인먼트 코리아,소니 인터랙티브 엔터테인먼트 코리아,PS3
7487,SEER,SNG,-,톡톡플러스,PC온라인
7488,휴먼팩토리,SNG,인터세이브,인터세이브,모바일
7489,대항해 미니,RPG,라이브플렉스,-,모바일
7490,써데스,액션,인티브소프트,컴투스홀딩스,모바일
7491,포르자 호라이즌,레이싱,플레이그라운드 게임즈,마이크로소프트,XBOX360
7492,다크니스라군,RPG,플로우게임즈,-,모바일
7493,나이키+ 키넥트 트레이닝,기타,-,마이크로소프트,XBOX360
7494,삼국군영전,시뮬레이션,라이브플렉스,라이브플렉스,iOS/ 모바일/ 안드로이드
7495,킬존 트릴로지,FPS,-,SONY,PS3
7496,열혈삼국2,시뮬레이션,조이포트,넥스트퓨처랩,웹브라우저
7497,툰드라나이트,RPG,로팝게임즈,-,모바일
7498,뇌천기,RPG,샨다,네오위즈게임즈,PC온라인
7499,리듬스퀘어,RPG,에이앤비소프트,넷마블게임즈,모바일
7500,아르마 X,액션,보헤미아 인터렉티브,에이치투 인터렉티브,PC온라인
7501,키넥트 스포츠 얼티밋 컬렉션,스포츠,마이크로소프트,마이크로소프트,XBOX
7502,콜드스쿼드,FPS,코코볼로,-,PC온라인
7503,오오카미 절경판,RPG,캡콤,캡콤,PS3
7504,바 오아시스 2,시뮬레이션,코너스 스튜디오,-,모바일
7505,삼국Z쟁,RPG,-,소리바다게임즈,웹브라우저
7506,패자천하,시뮬레이션,패스엠,패스엠,웹브라우저
7507,카툰워즈 블레이드,액션,블루지앤씨,컴투스홀딩스,모바일/ 안드로이드
7508,메이플스토리:히어로즈,RPG,넥슨 모바일,다음모바게,모바일
7509,히트맨:앱솔루션,RPG,인트라게임즈,반다이남코,PC패키지/ XBOX360
7510,드래곤네스트:라비린스,RPG,아이덴티티게임즈,-,모바일
7511,짱구는 못말려 부리부리 떡잎마을 대모험!,RPG,대원미디어,대원미디어,NDS
7512,페리아연대기,RPG,띵소프트,넥슨,PC온라인
7513,파천온라인,RPG,디엔씨 엔터테인먼트,게임아지트,웹브라우저
7514,나의 별 이야기,SNG,브리디아,넷마블게임즈,모바일
7515,길드엠파이어,시뮬레이션,윙스인어스,-,모바일
7516,프로야구2K,스포츠,넥슨,넥슨,PC온라인
7517,의천온라인,RPG,엔터메이트,엔터메이트,웹브라우저
7518,밤낮없이 사천성,퍼즐,-,앱디스코,iOS/ 모바일/ 안드로이드
7519,웹수온라인,RPG,조은게임,조은게임,웹브라우저
7520,코어 온라인,RPG,엔트웰,엔트웰,PC온라인
7521,시간과 영원 ~ 토키토와 ~,RPG,반다이남코,인트라게임즈,PS3
7522,드래곤볼Z for Kinect,액션,반다이남코,인트라게임즈,XBOX
7523,넥슨 프로야구마스터 2013,스포츠,넵튠,넥슨,모바일
7524,퍼즐 주주,퍼즐,넥슨,넥슨,iOS/ 모바일/ 안드로이드
7525,해적 사격왕,슈팅,네오싸이언,-,모바일
7526,블레이드Z,슈팅,디지털프로그,디지털프로그,모바일/ 안드로이드
7527,마이오션 the pacific,SNG,네시삼십삼분,위메이드,모바일
7528,아날로그 : 어 헤이트 스토리,RPG,-,-,PC온라인
7529,캔디팡,RPG,위메이드,위메이드,iOS/ 모바일/ 안드로이드
7530,팔라독,시뮬레이션,페이즈캣,NHN Japan,iOS/ 모바일
7531,슈퍼액션 히어로,액션,컴투스,-,모바일
7532,엄지손오공,TCG,쿤룬코리아,-,모바일
7533,몬스터 엠파이어,RPG,선피니티,아이덴티티 엔터테인먼트,모바일
7534,쿵푸히어로,RPG,공중망,라이브플렉스,PC온라인
7535,터치터치 틀린그림찾기HD,퍼즐,디지털프로그,-,iOS/ 모바일
7536,원더랜드,SNG,아프리카TV,아프리카TV,웹브라우저
7537,저거너트,RPG,라이브플렉스,라이브플렉스,모바일
7538,삼국혼 온라인,RPG,Ever Sharp,동양온라인,웹브라우저
7539,메탈기어 솔리드: 소셜 옵스,기타,코나미,-,모바일
7540,역전재판5,어드벤쳐,캡콤,-,3DS
7541,에브리팜2,SNG,피버 스튜디오,위메이드,모바일/ 웹브라우저
7542,젤다의 전설 시간의 오카리나 3D,어드벤쳐,한국닌텐도,한국닌텐도,3DS
7543,풍운서유,RPG,항주무단과기유한공사,KTH,웹브라우저
7544,아이몬 배틀,RPG,아이두아이엔씨,아이두아이엔씨,iOS/ 모바일
7545,아크 스피어,RPG,위메이드,위메이드,모바일/ 안드로이드
7546,텐비익스트림,RPG,넥스토릭,CJ E&M,PC온라인
7547,메리다와 마법의 숲,어드벤쳐,디즈니 인터랙티브,소니 인터랙티브 엔터테인먼트 코리아,PS3
7548,갤럭시엠파이어,RPG,컴투스홀딩스,컴투스홀딩스,모바일
7549,지피레이싱,레이싱,지피스튜디오,넷마블게임즈,모바일/ 웹브라우저
7550,리틀 엠파이어,시뮬레이션,쿤룬,쿤룬코리아,모바일
7551,웹초한지,RPG,텐센트,텐센트,웹브라우저
7552,크림슨하트NS,RPG,에이앤비소프트,넷마블게임즈,모바일
7553,SD건담 G-제너레이션 오버월드,시뮬레이션,반다이남코 엔터테인먼트,인트라게임즈,PSP
7554,천하를 호령하다2: 한반도편,RPG,블루솜,-,웹브라우저
7555,애프터스쿨,RPG,마나포션,마나포션,모바일
7556,아르마3,FPS,보헤미아 인터렉티브,에이치투 인터렉티브,PC패키지
7557,엘리멘탈 나이츠 온라인,RPG,인크로스,인크로스,모바일
7558,로버리 밥,RPG,칠링고,칠링고,모바일
7559,리얼 레이싱 2,레이싱,일렉트로닉아츠,EA모바일,모바일
7560,검은사막,RPG,펄어비스,펄어비스,PC온라인
7561,판타지카,TCG,다음모바게,다음모바게,iOS/ 모바일/ 안드로이드
7562,해피라이프,RPG,유니아나,유니아나,웹브라우저
7563,팜빌2,시뮬레이션,징가,징가,웹브라우저
7564,베네치아스토리,SNG,모비클,넷마블게임즈,모바일
7565,겁없는 녀석들,RPG,알파클라우드,-,모바일
7566,코어마스터즈,AOS,소프트빅뱅,소프트빅뱅,PC온라인
7567,피쉬아일랜드,RPG,한게임,한게임,모바일
7568,이스타온라인,RPG,갤럭시게이트,-,PC온라인
7569,인형뽑기 드래곤사가,기타,네오싸이언,-,모바일
7570,안도라사가,RPG,퍼니글루,-,웹브라우저
7571,디제이맥스 모바일,RPG,네오위즈모바일,네오위즈인터넷,모바일
7572,바하무트,TCG,사이게임즈,사이게임즈,iOS/ 모바일/ 안드로이드
7573,제국건설,시뮬레이션,이노게임스,-,웹브라우저
7574,카툰워즈2,액션,블루지앤씨,컴투스홀딩스,iOS/ 모바일/ 안드로이드
7575,마구매니저,RPG,넷마블앤파크,넷마블게임즈,iOS/ 모바일/ 안드로이드
7576,마우스피싱,퍼즐,블리스소프트웨어,아프리카TV,iOS/ 모바일/ 안드로이드
7577,어벤져스 얼라이언스,SNG,디즈니 인터랙티브,디즈니 인터랙티브,모바일/ 안드로이드
7578,월드 사커 위닝일레븐2013,RPG,코나미,코나미,PS3/ XBOX360
7579,삼국지컨퀘스트,RPG,다음모바게,다음모바게,모바일
7580,애니멀팜,SNG,엔타즈,엔타즈,모바일
7581,별의커비Wii,액션,닌텐도,닌텐도,Wii
7582,스틸파이터,RPG,엘타임게임즈,-,PC온라인
7583,가라테카,액션,-,-,PC패키지/ PS3/ XBOX360/ iOS/ WiiU
7584,간장온라인,RPG,SG인터넷,SG인터넷,PC온라인
7585,탭소닉스타,RPG,누리엔 소프트웨어,네오위즈인터넷,모바일
7586,아쿠아파짜,슈팅,아쿠아플러스,소니 인터랙티브 엔터테인먼트 코리아,PS3
7587,청산별곡,RPG,에프앤커머스,에프앤커머스,웹브라우저
7588,강호2,RPG,쿤룬코리아,쿤룬코리아,웹브라우저
7589,애니팡,퍼즐,위메이드플레이,위메이드플레이,iOS/ 모바일/ 안드로이드
7590,아란전기,RPG,라이브플렉스,라이브플렉스,PC온라인
7591,풍운삼국,시뮬레이션,쿤룬코리아,쿤룬코리아,모바일
7592,하츠네미쿠 프로젝트 디바 에프,리듬액션,세가,소니 인터랙티브 엔터테인먼트 코리아,PSVITA
7593,스타폭스 64 3D,액션,닌텐도,닌텐도,3DS
7594,파워레인저 캡틴 포스,액션,대원미디어,대원미디어,NDS
7596,카오스영웅전,RPG,픽토소프트,픽토소프트,모바일
7597,레알팜,시뮬레이션,네오게임즈,네오게임즈,모바일
7598,아키블레이드,액션,코드브러시,밸브 코퍼레이션,PC온라인
7599,신전온라인,RPG,와우소프트,와우소프트,웹브라우저
7600,캐슬마스터,RPG,알파클라우드,알파클라우드,모바일
7601,온라인 삼국지 FINAL,RPG,웹게임즈,웹게임즈,PC온라인
7602,히어로즈 오브 오더&카오스,RPG,게임로프트,-,모바일
7603,삼국지천하제패W,RPG,엔타즈,엔타즈,모바일/ 기타
7604,알투비,슈팅,-,넷마블게임즈,모바일
7605,배틀아레나,RPG,아이덴티티 엔터테인먼트,아이덴티티 엔터테인먼트,iOS/ 모바일/ 안드로이드
7606,프린세스메이커 소셜,SNG,엠게임,엠게임,웹브라우저
7607,스타워즈 1313,액션,루카스아츠,루카스아츠,PC패키지/ PS3/ XBOX360
7608,파이널 판타지 에어본 브리게이드,RPG,스퀘어에닉스,다음모바게,iOS/ 모바일/ 안드로이드
7609,아노 온라인,시뮬레이션,유비소프트,유비소프트,웹브라우저
7610,고스트리콘 온라인,RPG,유비소프트,유비소프트,PC온라인
7611,커맨드&컨커 제너럴2,RTS,일렉트로닉아츠,일렉트로닉아츠,PC온라인
7612,아미오브투 악마의 카르텔,액션,일렉트로닉아츠,일렉트로닉아츠,PS3/ XBOX360
7613,테어어웨이,어드벤쳐,미디어몰큘,소니 인터랙티브 엔터테인먼트 코리아,PSVITA
7614,킬존 머시너리,FPS,게릴라 게임즈,소니 인터랙티브 엔터테인먼트 코리아,PSVITA
7615,스타 트렉,액션,Paramount Digital Entertainment,반다이남코 엔터테인먼트,PC패키지/ PS3/ XBOX360
7616,로스트플래닛3,액션,스파크 언리미티드,캡콤,PS3/ XBOX360
7617,로마: 토탈 워 2,RTS,크리에이티브 어셈블리,세가,PC패키지
7618,Remember Me,액션,캡콤,캡콤,PC패키지/ PS3/ XBOX360
7619,파이널 판타지7,RPG,스퀘어에닉스,스퀘어에닉스,PS/ PC패키지
7620,콜 오브 듀티 블랙 옵스: 디클래시파이드,FPS,SONY,SONY,PSVITA
7621,메탈기어 라이징: 리벤전스,RPG,코나미,코나미,PS3/ XBOX360
